time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5072.505885	4.397637	7.456727	0.589754	113
5073.450267	6.289998	7.475767	0.841385	114
5074.575834	4.225109	7.454282	0.566803	115
5075.518208	6.187613	7.455025	0.829992	116
5076.642261	4.235194	7.470335	0.566935	117
5077.592332	6.091280	7.488490	0.813419	118
5078.706226	5.150093	7.476328	0.688853	119
5079.668217	6.200619	7.476402	0.829359	120
5080.767175	4.813536	7.486856	0.642932	121
5081.749048	5.618813	7.471551	0.752028	122
5082.824620	5.206552	7.478039	0.696246	123
5083.839978	6.145162	7.447135	0.825171	124
5084.884786	4.965032	7.463364	0.665254	125
5085.904424	6.327136	7.471559	0.846829	126
5086.953765	4.395909	7.453936	0.589743	127
5087.967225	7.051898	7.459715	0.945331	128
5089.038021	3.471507	7.458210	0.465461	129
5090.020182	7.454938	7.459052	0.999449	130
5091.131184	2.697378	7.456599	0.361744	131
5092.082071	8.028450	7.477901	1.073624	132
5093.212207	3.032718	7.471328	0.405914	133
5094.134078	7.007392	7.456161	0.939812	134
5095.282045	4.854805	7.458660	0.650895	135
5096.215547	5.971098	7.436281	0.802968	136
5097.322940	5.389404	7.460103	0.722430	137
5098.306674	5.950818	7.454467	0.798289	138
5099.375428	5.564466	7.455549	0.746352	139
5100.397942	6.396689	7.475756	0.855658	140
5101.438090	5.199182	7.469748	0.696032	141
5102.458509	6.684732	7.469586	0.894927	142
5103.509641	4.197868	7.483994	0.560913	143
5104.522050	6.929712	7.459916	0.928926	144
5105.586913	4.094787	7.468790	0.548253	145
5106.584320	7.387219	7.453126	0.991157	146
5107.664969	3.224840	7.467148	0.431870	147
5108.648182	7.254302	7.458743	0.972590	148
5109.740371	3.603522	7.459751	0.483062	149
5110.712712	7.561610	7.467350	1.012623	150
5111.812589	3.399864	7.458145	0.455859	151
5112.780749	7.453153	7.463233	0.998649	152
5113.882613	3.221782	7.473305	0.431105	153
5114.851064	7.116205	7.446926	0.955590	154
5115.948505	3.583210	7.465301	0.479982	155
5116.924358	7.543345	7.449262	1.012630	156
5118.012139	3.733893	7.483018	0.498982	157
5118.998669	7.125259	7.473127	0.953451	158
5120.073769	3.995289	7.457460	0.535744	159
5121.085774	7.546503	7.469270	1.010340	160
5122.136365	4.292925	7.465987	0.574998	161
5123.158897	7.140940	7.469119	0.956062	162
5124.202623	4.660471	7.473693	0.623583	163
5125.218189	6.138172	7.480572	0.820549	164
5126.275086	5.468564	7.465302	0.732531	165
5127.279760	6.298220	7.460525	0.844206	166
5128.355922	5.295774	7.444261	0.711390	167
5129.336401	6.089111	7.445941	0.817776	168
5130.439767	5.095413	7.450553	0.683897	169
5131.389696	6.639666	7.480031	0.887652	170
5132.520434	4.192002	7.463002	0.561705	171
5133.464958	7.501038	7.460666	1.005411	172
5134.591015	4.043870	7.468899	0.541428	173
5135.530044	7.208663	7.447917	0.967876	174
5136.649915	3.566231	7.421398	0.480534	175
5137.624449	7.711161	7.447875	1.035351	176
5138.705746	4.028299	7.475452	0.538870	177
5139.693445	7.211232	7.453053	0.967554	178
5140.763162	4.785136	7.470787	0.640513	179
5141.769696	6.899047	7.466504	0.924000	180
5142.827587	4.729015	7.463532	0.633616	181
5143.840015	6.556399	7.471719	0.877495	182
5144.895717	5.369345	7.463815	0.719383	183
5145.910327	6.541870	7.462351	0.876650	184
5146.966412	5.431235	7.472561	0.726824	185
5147.977829	6.558269	7.441592	0.881299	186
5149.035814	5.251622	7.456963	0.704258	187
5150.046951	6.458870	7.459179	0.865896	188
5151.105592	5.359816	7.476715	0.716868	189
5152.116652	6.283451	7.431187	0.845551	190
5153.173134	5.396771	7.463874	0.723052	191
5154.186505	6.535915	7.475473	0.874315	192
5155.241307	5.015102	7.470667	0.671306	193
5156.257101	6.249970	7.457457	0.838083	194
5157.311064	5.202115	7.454667	0.697833	195
5158.325242	6.635506	7.465423	0.888832	196
5159.383313	4.988426	7.439332	0.670548	197
5160.389006	7.175036	7.452060	0.962826	198
5161.461858	4.185595	7.476280	0.559850	199
5162.449844	7.600063	7.456191	1.019296	200
5163.545192	3.929387	7.471423	0.525922	201
5164.504960	7.623479	7.460903	1.021791	202
5165.627673	3.849414	7.471812	0.515192	203
5166.563937	7.602533	7.492021	1.014751	204
5167.701063	4.626014	7.479651	0.618480	205
5168.641477	7.261062	7.450598	0.974561	206
5169.775018	5.201119	7.459321	0.697264	207
5170.708614	6.301085	7.454419	0.845282	208
5171.820954	5.608331	7.458556	0.751933	209
5172.791953	6.055852	7.449428	0.812928	210
5173.878152	5.847017	7.459461	0.783839	211
5174.871850	6.142320	7.452464	0.824200	212
5175.947648	6.312810	7.462105	0.845982	213
5176.947938	6.255286	7.458778	0.838648	214
5178.004492	5.637010	7.459793	0.755652	215
5179.019109	6.413327	7.456409	0.860109	216
5180.072067	5.525328	7.468772	0.739791	217
5181.088236	6.636353	7.454844	0.890207	218
5182.143041	5.184073	7.475801	0.693447	219
5183.156836	6.482969	7.486006	0.866012	220
5184.213241	5.313645	7.475292	0.710828	221
5185.224277	6.793135	7.449507	0.911891	222
5186.283236	5.122302	7.462546	0.686401	223
5187.294006	7.011899	7.459315	0.940019	224
5188.351368	4.908173	7.472636	0.656820	225
5189.361665	6.930243	7.469594	0.927794	226
5190.418797	5.229887	7.471983	0.699933	227
5191.432801	6.614454	7.462372	0.886374	228
5192.489161	5.593993	7.466222	0.749240	229
5193.502723	6.507952	7.450734	0.873465	230
5194.559498	5.667814	7.464077	0.759346	231
5195.569866	6.311492	7.450902	0.847078	232
5196.632088	5.627697	7.472435	0.753128	233
5197.633610	5.504415	7.461297	0.737729	234
5198.708804	6.054713	7.420890	0.815901	235
5199.693943	6.409123	7.457378	0.859434	236
5200.789552	5.734800	7.455276	0.769227	237
5201.751291	6.389942	7.465199	0.855964	238
5202.868023	5.324407	7.454859	0.714220	239
5203.813222	6.609062	7.474121	0.884260	240
5204.941896	4.794596	7.453420	0.643275	241
5205.881037	6.659779	7.466466	0.891959	242
5207.011605	4.372392	7.450408	0.586866	243
5207.951804	7.345318	7.453183	0.985528	244
5209.073734	4.486248	7.464853	0.600983	245
5210.032474	7.426721	7.474286	0.993636	246
5211.133323	4.457848	7.478950	0.596053	247
5212.110911	7.138647	7.449789	0.958235	248
5213.194118	4.511687	7.465433	0.604344	249
5214.187183	7.347404	7.454979	0.985570	250
5215.255694	4.818320	7.475657	0.644535	251
5216.259989	6.803306	7.459067	0.912085	252
5217.321554	5.052839	7.481253	0.675400	253
5218.330839	7.098661	7.458404	0.951767	254
5219.389565	5.049693	7.463806	0.676557	255
5220.400709	6.943013	7.455109	0.931309	0
5221.469609	5.660625	7.471519	0.757627	1
5222.468247	6.891514	7.486112	0.920573	2
5223.529332	5.257283	7.469215	0.703860	3
5224.537425	6.933934	7.459418	0.929554	4
5225.600926	4.965438	7.485929	0.663303	5
5226.603536	7.004157	7.454526	0.939584	6
5227.674491	4.901761	7.478355	0.655460	7
5228.667195	7.402416	7.479598	0.989681	8
5229.750847	4.608878	7.472659	0.616766	9
5230.727291	7.515831	7.471982	1.005868	10
5231.830442	4.350879	7.480145	0.581657	11
